GHG Scopes and categories L1,GHG Scopes and categories L2,Activity L1,Activity L2,Region,Activity unit,Year,Readable unique string,Emission factor [kg CO2e/unit],Emission factor (location-based) [kg CO2e/unit],Emission factor (market-based) [kg CO2e/unit],Source,Description,Link,KEY
Scope 3,Purchased goods and services,Fabricated metal products,Mixed cans (Primary material production),GB,tonnes,2022,Scope3_Purchased-goods-and-services_Fabricated-metal-products_Mixed-cans-(Primary-material-production)_GB_tonnes_2022,5268.5564,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_2022_t_purchasedGoodsAndServices_fabricatedMetalProducts_mixedCansPrimaryMaterialProduction
Scope 3,Purchased goods and services,Fabricated metal products,Steel cans (Closed-loop source),GB,tonnes,2022,Scope3_Purchased-goods-and-services_Fabricated-metal-products_Steel-cans-(Closed-loop-source)_GB_tonnes_2022,1740.6364,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_2022_t_purchasedGoodsAndServices_fabricatedMetalProducts_steelCansClosedloopSource
Scope 3,Purchased goods and services,Fabricated metal products,Steel cans (Primary material production),GB,tonnes,2022,Scope3_Purchased-goods-and-services_Fabricated-metal-products_Steel-cans-(Primary-material-production)_GB_tonnes_2022,3100.6364,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_2022_t_purchasedGoodsAndServices_fabricatedMetalProducts_steelCansPrimaryMaterialProduction
Scope 3,Purchased goods and services,Food and drink,Food and drink (Primary material production),GB,tonnes,2022,Scope3_Purchased-goods-and-services_Food-and-drink_Food-and-drink-(Primary-material-production)_GB_tonnes_2022,3701.40359,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_2022_t_purchasedGoodsAndServices_foodAndDrink_foodAndDrinkPrimaryMaterialProduction
Scope 3,Purchased goods and services,Glass,Glass (Closed-loop source),GB,tonnes,2022,Scope3_Purchased-goods-and-services_Glass_Glass-(Closed-loop-source)_GB_tonnes_2022,823.18954,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_2022_t_purchasedGoodsAndServices_glass_glassClosedloopSource
Scope 3,Purchased goods and services,Glass,Glass (Primary material production),GB,tonnes,2022,Scope3_Purchased-goods-and-services_Glass_Glass-(Primary-material-production)_GB_tonnes_2022,1402.76667,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_2022_t_purchasedGoodsAndServices_glass_glassPrimaryMaterialProduction
Scope 3,Purchased goods and services,Metals,Metals (Closed-loop source),GB,tonnes,2022,Scope3_Purchased-goods-and-services_Metals_Metals-(Closed-loop-source)_GB_tonnes_2022,1571.27037,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_2022_t_purchasedGoodsAndServices_metals_metalsClosedloopSource
Scope 3,Purchased goods and services,Metals,Metals (Primary material production),GB,tonnes,2022,Scope3_Purchased-goods-and-services_Metals_Metals-(Primary-material-production)_GB_tonnes_2022,4018.00295,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_2022_t_purchasedGoodsAndServices_metals_metalsPrimaryMaterialProduction
Scope 3,Purchased goods and services,Metals,Scrap metal (Closed-loop source),GB,tonnes,2022,Scope3_Purchased-goods-and-services_Metals_Scrap-metal-(Closed-loop-source)_GB_tonnes_2022,1633.17782,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_2022_t_purchasedGoodsAndServices_metals_scrapMetalClosedloopSource
Scope 3,Purchased goods and services,Metals,Scrap metal (Primary material production),GB,tonnes,2022,Scope3_Purchased-goods-and-services_Metals_Scrap-metal-(Primary-material-production)_GB_tonnes_2022,3682.6829,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_2022_t_purchasedGoodsAndServices_metals_scrapMetalPrimaryMaterialProduction
Scope 3,Purchased goods and services,Organic,Compost derived from food and garden waste (Primary material production),GB,tonnes,2022,Scope3_Purchased-goods-and-services_Organic_Compost-derived-from-food-and-garden-waste-(Primary-material-production)_GB_tonnes_2022,114.83221,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_2022_t_purchasedGoodsAndServices_organic_compostDerivedFromFoodAndGardenWastePrimaryMaterialProduction
Scope 3,Purchased goods and services,Organic,Compost derived from garden waste (Primary material production),GB,tonnes,2022,Scope3_Purchased-goods-and-services_Organic_Compost-derived-from-garden-waste-(Primary-material-production)_GB_tonnes_2022,112.01558,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_2022_t_purchasedGoodsAndServices_organic_compostDerivedFromGardenWastePrimaryMaterialProduction
Scope 3,Purchased goods and services,Organic,Soils (Closed-loop source),GB,tonnes,2022,Scope3_Purchased-goods-and-services_Organic_Soils-(Closed-loop-source)_GB_tonnes_2022,0.98471,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_2022_t_purchasedGoodsAndServices_organic_soilsClosedloopSource
Scope 3,Purchased goods and services,Paper and cardboard,Cardboard (Closed-loop source),GB,tonnes,2022,Scope3_Purchased-goods-and-services_Paper-and-cardboard_Cardboard-(Closed-loop-source)_GB_tonnes_2022,719.55532,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_2022_t_purchasedGoodsAndServices_paperAndCardboard_cardboardClosedloopSource
Scope 3,Purchased goods and services,Paper and cardboard,Cardboard (Primary material production),GB,tonnes,2022,Scope3_Purchased-goods-and-services_Paper-and-cardboard_Cardboard-(Primary-material-production)_GB_tonnes_2022,828.86816,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_2022_t_purchasedGoodsAndServices_paperAndCardboard_cardboardPrimaryMaterialProduction
Scope 3,Purchased goods and services,Paper and cardboard,Mixed (Closed-loop source),GB,tonnes,2022,Scope3_Purchased-goods-and-services_Paper-and-cardboard_Mixed-(Closed-loop-source)_GB_tonnes_2022,731.67375,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_2022_t_purchasedGoodsAndServices_paperAndCardboard_mixedClosedloopSource
Scope 3,Purchased goods and services,Paper and cardboard,Mixed (Primary material production),GB,tonnes,2022,Scope3_Purchased-goods-and-services_Paper-and-cardboard_Mixed-(Primary-material-production)_GB_tonnes_2022,884.16078,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_2022_t_purchasedGoodsAndServices_paperAndCardboard_mixedPrimaryMaterialProduction
Scope 3,Purchased goods and services,Paper and cardboard,Paper (Closed-loop source),GB,tonnes,2022,Scope3_Purchased-goods-and-services_Paper-and-cardboard_Paper-(Closed-loop-source)_GB_tonnes_2022,739.39628,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_2022_t_purchasedGoodsAndServices_paperAndCardboard_paperClosedloopSource
Scope 3,Purchased goods and services,Paper and cardboard,Paper (Primary material production),GB,tonnes,2022,Scope3_Purchased-goods-and-services_Paper-and-cardboard_Paper-(Primary-material-production)_GB_tonnes_2022,919.39628,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_2022_t_purchasedGoodsAndServices_paperAndCardboard_paperPrimaryMaterialProduction
Scope 3,Purchased goods and services,Petroleum products,Average plastic film (Closed-loop source),GB,tonnes,2022,Scope3_Purchased-goods-and-services_Petroleum-products_Average-plastic-film-(Closed-loop-source)_GB_tonnes_2022,1894.62863,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_2022_t_purchasedGoodsAndServices_petroleumProducts_averagePlasticFilmClosedloopSource
Scope 3,Purchased goods and services,Petroleum products,Average plastic film (Primary material production),GB,tonnes,2022,Scope3_Purchased-goods-and-services_Petroleum-products_Average-plastic-film-(Primary-material-production)_GB_tonnes_2022,2574.16475,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_2022_t_purchasedGoodsAndServices_petroleumProducts_averagePlasticFilmPrimaryMaterialProduction
Scope 3,Purchased goods and services,Petroleum products,Average plastic rigid (Closed-loop source),GB,tonnes,2022,Scope3_Purchased-goods-and-services_Petroleum-products_Average-plastic-rigid-(Closed-loop-source)_GB_tonnes_2022,2748.83298,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_2022_t_purchasedGoodsAndServices_petroleumProducts_averagePlasticRigidClosedloopSource
Scope 3,Purchased goods and services,Petroleum products,Average plastic rigid (Primary material production),GB,tonnes,2022,Scope3_Purchased-goods-and-services_Petroleum-products_Average-plastic-rigid-(Primary-material-production)_GB_tonnes_2022,3276.70693,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_2022_t_purchasedGoodsAndServices_petroleumProducts_averagePlasticRigidPrimaryMaterialProduction
Scope 3,Purchased goods and services,Petroleum products,Average plastics (Closed-loop source),GB,tonnes,2022,Scope3_Purchased-goods-and-services_Petroleum-products_Average-plastics-(Closed-loop-source)_GB_tonnes_2022,2326.53028,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_2022_t_purchasedGoodsAndServices_petroleumProducts_averagePlasticsClosedloopSource
Scope 3,Purchased goods and services,Petroleum products,Average plastics (Primary material production),GB,tonnes,2022,Scope3_Purchased-goods-and-services_Petroleum-products_Average-plastics-(Primary-material-production)_GB_tonnes_2022,3116.29156,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_2022_t_purchasedGoodsAndServices_petroleumProducts_averagePlasticsPrimaryMaterialProduction
Scope 3,Purchased goods and services,Petroleum products,HDPE (incl. forming) (Closed-loop source),GB,tonnes,2022,Scope3_Purchased-goods-and-services_Petroleum-products_HDPE-(incl.-forming)-(Closed-loop-source)_GB_tonnes_2022,2350.61634,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_2022_t_purchasedGoodsAndServices_petroleumProducts_hdpeIncl.FormingClosedloopSource
Scope 3,Purchased goods and services,Petroleum products,HDPE (incl. forming) (Primary material production),GB,tonnes,2022,Scope3_Purchased-goods-and-services_Petroleum-products_HDPE-(incl.-forming)-(Primary-material-production)_GB_tonnes_2022,3269.83889,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_2022_t_purchasedGoodsAndServices_petroleumProducts_hdpeIncl.FormingPrimaryMaterialProduction
Scope 3,Purchased goods and services,Petroleum products,LDPE and LLDPE (incl. forming) (Closed-loop source),GB,tonnes,2022,Scope3_Purchased-goods-and-services_Petroleum-products_LDPE-and-LLDPE-(incl.-forming)-(Closed-loop-source)_GB_tonnes_2022,1797.22268,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_2022_t_purchasedGoodsAndServices_petroleumProducts_ldpeAndLldpeIncl.FormingClosedloopSource
Scope 3,Purchased goods and services,Petroleum products,LDPE and LLDPE (incl. forming) (Primary material production),GB,tonnes,2022,Scope3_Purchased-goods-and-services_Petroleum-products_LDPE-and-LLDPE-(incl.-forming)-(Primary-material-production)_GB_tonnes_2022,2600.6364,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_2022_t_purchasedGoodsAndServices_petroleumProducts_ldpeAndLldpeIncl.FormingPrimaryMaterialProduction
Scope 3,Purchased goods and services,Petroleum products,Mineral oil (Closed-loop source),GB,tonnes,2022,Scope3_Purchased-goods-and-services_Petroleum-products_Mineral-oil-(Closed-loop-source)_GB_tonnes_2022,676.0,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_2022_t_purchasedGoodsAndServices_petroleumProducts_mineralOilClosedloopSource
Scope 3,Purchased goods and services,Petroleum products,Mineral oil (Primary material production),GB,tonnes,2022,Scope3_Purchased-goods-and-services_Petroleum-products_Mineral-oil-(Primary-material-production)_GB_tonnes_2022,1401.0,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_2022_t_purchasedGoodsAndServices_petroleumProducts_mineralOilPrimaryMaterialProduction
Scope 3,Purchased goods and services,Petroleum products,PET (incl. forming) (Closed-loop source),GB,tonnes,2022,Scope3_Purchased-goods-and-services_Petroleum-products_PET-(incl.-forming)-(Closed-loop-source)_GB_tonnes_2022,3125.27157,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_2022_t_purchasedGoodsAndServices_petroleumProducts_petIncl.FormingClosedloopSource
Scope 3,Purchased goods and services,Petroleum products,PET (incl. forming) (Primary material production),GB,tonnes,2022,Scope3_Purchased-goods-and-services_Petroleum-products_PET-(incl.-forming)-(Primary-material-production)_GB_tonnes_2022,4032.3925,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_2022_t_purchasedGoodsAndServices_petroleumProducts_petIncl.FormingPrimaryMaterialProduction
Scope 3,Purchased goods and services,Petroleum products,PP (incl. forming) (Closed-loop source),GB,tonnes,2022,Scope3_Purchased-goods-and-services_Petroleum-products_PP-(incl.-forming)-(Closed-loop-source)_GB_tonnes_2022,2541.31327,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_2022_t_purchasedGoodsAndServices_petroleumProducts_ppIncl.FormingClosedloopSource
Scope 3,Purchased goods and services,Petroleum products,PP (incl. forming) (Primary material production),GB,tonnes,2022,Scope3_Purchased-goods-and-services_Petroleum-products_PP-(incl.-forming)-(Primary-material-production)_GB_tonnes_2022,3104.72699,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_2022_t_purchasedGoodsAndServices_petroleumProducts_ppIncl.FormingPrimaryMaterialProduction
Scope 3,Purchased goods and services,Petroleum products,PS (incl. forming) (Closed-loop source),GB,tonnes,2022,Scope3_Purchased-goods-and-services_Petroleum-products_PS-(incl.-forming)-(Closed-loop-source)_GB_tonnes_2022,3198.95732,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_2022_t_purchasedGoodsAndServices_petroleumProducts_psIncl.FormingClosedloopSource
Scope 3,Purchased goods and services,Petroleum products,PS (incl. forming) (Primary material production),GB,tonnes,2022,Scope3_Purchased-goods-and-services_Petroleum-products_PS-(incl.-forming)-(Primary-material-production)_GB_tonnes_2022,3777.9489,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_2022_t_purchasedGoodsAndServices_petroleumProducts_psIncl.FormingPrimaryMaterialProduction
Scope 3,Purchased goods and services,Petroleum products,PVC (incl. forming) (Closed-loop source),GB,tonnes,2022,Scope3_Purchased-goods-and-services_Petroleum-products_PVC-(incl.-forming)-(Closed-loop-source)_GB_tonnes_2022,2489.67044,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_2022_t_purchasedGoodsAndServices_petroleumProducts_pvcIncl.FormingClosedloopSource
Scope 3,Purchased goods and services,Petroleum products,PVC (incl. forming) (Primary material production),GB,tonnes,2022,Scope3_Purchased-goods-and-services_Petroleum-products_PVC-(incl.-forming)-(Primary-material-production)_GB_tonnes_2022,3413.08416,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_2022_t_purchasedGoodsAndServices_petroleumProducts_pvcIncl.FormingPrimaryMaterialProduction
Scope 3,Purchased goods and services,Petroleum products,Tyres (Primary material production),GB,tonnes,2022,Scope3_Purchased-goods-and-services_Petroleum-products_Tyres-(Primary-material-production)_GB_tonnes_2022,3335.5719,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_2022_t_purchasedGoodsAndServices_petroleumProducts_tyresPrimaryMaterialProduction
Scope 3,Purchased goods and services,Petroleum products,Tyres (Re-used),GB,tonnes,2022,Scope3_Purchased-goods-and-services_Petroleum-products_Tyres-(Re-used)_GB_tonnes_2022,731.21789,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_2022_t_purchasedGoodsAndServices_petroleumProducts_tyresReused
